,0
MMP20,0.02014263375754833
KCNK4,-0.008447877431409095
ZNF461,1.3735216564944148
TBC1D12,1.1290402713828722
UQCRC1,-1.0296953231117003
PPP1R16B,-0.09058017692490888
RASSF6,0.34708118085203754
ADAMTS19,0.0
SCAF11,0.5719807959101639
SLC25A52,0.16940026999909202
LILRB1,0.0207104411699183
S100A5,-0.340159446167578
CCDC121,0.5614709709433288
PRDX3,-1.9859071215212634
RFWD3,-0.041154162741000366
RXFP3,0.025905021611572505
SUSD5,-0.6782292374174609
OLFM3,0.0
VTI1B,-0.7023310509779443
MMAA,-0.24159221998743516
PRDM8,0.11789906636989834
CRLF3,0.4035522035176511
SHMT2,-0.721772753526154
TXNDC12,-1.2925104486198555
ATP6V1B1,0.49378040593262296
LGR5,0.048084389588458135
DPF1,0.04538319044568509
NR0B1,-0.2504595629372557
LRRC58,0.003286951584771547
VSIG2,0.0
ARL6IP4,-0.5675413706564649
POLR3B,-0.6550533147606634
ZNF579,1.245220852735406
KLRG2,-0.3220496711800612
GPRC6A,0.0
ODF4,0.0
GKAP1,0.44193574942884384
CCDC77,0.2152382493079006
TMEM229B,0.20509355274030222
ETNK2,-0.412542083886562
DUSP3,0.7190871360356237
KPNA6,0.5832110160174988
DOCK1,-0.6448461086610751
MBNL2,-0.030472465530257953
DHRS4L2,-1.444186470976933
OR8B2,0.0
OR6A2,0.0
PTDSS1,-1.23475580833545
EIF5A2,0.11091358811381635
RACGAP1,-0.550908324760399
HOXD1,0.4735124759681497
LRRC57,0.2468417386877224
HSBP1L1,-0.30060526721296466
CA7,0.0
GSTT2B,0.0
KRTAP4-4,0.0
EXOC6,-0.429734247698796
TMEM105,-0.0876354910752759
RASL10B,0.008301718017990161
TSPAN16,0.0
CYP4A22,0.0
SLC30A10,-0.09530396002196467
ZBTB38,0.6383624323876815
HAND1,0.6298119773399695
ERV3-1,0.0378656316081003
PRAMEF7,0.0
MAGEA1,-0.13686376581883083
KCNJ13,0.0
NOXA1,0.16000422979359374
BRD9,0.09511412595189395
UCN,0.04581391730748907
TAF5,0.5418529311540845
LMTK2,0.7294904388076788
ZAP70,0.005734342944999661
RABEP2,-0.9366125938958334
RSAD1,-0.45581900496836436
ABCB9,-0.4518156805336738
ZNFX1,2.0993149739837014
PKN1,-0.3118125290088747
TPRG1,-0.015122233815634788
ANTXR2,-0.01861630165510164
SNAPIN,-0.21632060684362564
CYSTM1,-1.1557246994103147
HSD3B7,0.2689159937514134
IK,0.05385556838950656
TRANK1,2.5268936478557076
POTEH,-0.007465407305397343
TRIO,1.1406730266673617
GRM6,0.0
SPDL1,0.1404108805890325
C7orf66,0.0
IQCG,-0.23282177458208053
SLC5A9,-0.09547443948554057
ANKRD12,2.035176328797783
KLHL21,0.3177538757035161
WDR17,-0.31917214738260286
SPTBN5,0.19728005120949954
PIWIL1,0.0070944900310452065
CDC42EP4,0.2771965215951475
DGCR8,-0.19633704154307496
RAET1L,0.49727891524740003
ERCC2,-0.7782847576403646
PP2D1,0.17984346784868668
RNASE10,0.0
NCBP1,-0.6757443713462665
HAVCR1,-0.9687133326328752
PRR19,-0.18679284785169714
ITGA11,-0.8182523146433134
MFSD2A,0.3084335394082012
ATL1,-0.21260377420599585
FGL1,-1.2002948562573739
ALDH3B2,0.016189455035839836
CHAT,0.0
MCF2L2,0.04231389237675384
S1PR5,-0.12694870145351236
TMEM50B,-0.111721709372826
OR51T1,0.0
TAS2R20,-0.11663487912141735
ANK3,-0.6519192802540894
PIGQ,-1.313768607318269
KIAA1107,0.011437988123990772
RNF133,0.0
TMEM106C,-1.1376950471314067
UNK,0.2935829731962172
SLC12A6,0.31623943798377363
WDR62,-0.14632314777000865
PALM,-0.45915569959527036
COPB2,-0.5180771019731782
ZNF677,0.0
PHLDA1,1.7512558616791756
TLE3,0.550580732411706
SLC28A3,0.07702373518036024
LARP1B,0.04837976166518776
SH2D6,-0.02623470085408359
BRD4,1.1242858629009342
ALDH16A1,-1.2133276214284365
IRF1,2.886751721188798
GALT,-0.5914280649564176
KCNAB2,-1.5849217611413176
WDR18,-1.9735403813468437
ARSB,-1.0805522066154516
NUDT6,-0.3164771291022693
NUCB1,-1.1139857843886274
FAM166A,0.16197071127009785
AFG3L2,-0.5795982850259533
DNAJC11,-0.3024972798653418
PPT2-EGFL8,0.0
ERGIC3,-0.5136995648178271
NR1I3,-0.05282237481224758
SERPINH1,-2.3337826039307297
APEH,-1.4032882883102653
ECI2,-1.2084592934146459
LRRC52,0.0
PI4KB,0.8604055128141455
