,RHA015__A549__turquoise,RHA016__A549__turquoise,RHA017__A549__turquoise,RHA018__A549__turquoise,RHA028__A549__turquoise,RHA029__A549__turquoise,RHA030__A549__turquoise,RHA031__A549__turquoise,RHA032__A549__turquoise,RHA033__A549__turquoise,RHA034__A549__turquoise,RHA035__A549__turquoise,RHA036__A549__turquoise,RHA037__A549__turquoise,RHA038__A549__turquoise,RHA039__A549__turquoise,RHA040__A549__turquoise,RHA041__A549__turquoise,RHA042__A549__turquoise,RHA043__A549__turquoise,RHA044__A549__turquoise,RHA045__A549__turquoise,RHA046__A549__turquoise,RHA047__A549__turquoise,RHA048__A549__turquoise,RHA049__A549__turquoise,RHA050__A549__turquoise,RHA051__A549__turquoise,RHA052__A549__turquoise,RHA053__A549__turquoise,RHA054__A549__turquoise,RHA055__A549__turquoise,RHA056__A549__turquoise,RHA057__A549__turquoise,RHA058__A549__turquoise,RHA059__A549__turquoise,RHA060__A549__turquoise,RHA061__A549__turquoise,RHA062__A549__turquoise,RHA063__A549__turquoise,RHA064__A549__turquoise,RHA065__A549__turquoise,RHA066__A549__turquoise,RHA067__A549__turquoise,RHA068__A549__turquoise,RHA069__A549__turquoise,RHA070__A549__turquoise,RHA071__A549__turquoise,RHA072__A549__turquoise,RHA073__A549__turquoise,RHA074__A549__turquoise,RHA075__A549__turquoise,RHA076__A549__turquoise,RHA077__A549__turquoise,RHA078__A549__turquoise,RHA079__A549__turquoise,RHA080__A549__turquoise,RHA081__A549__turquoise,RHA082__A549__turquoise,RHA084__A549__turquoise,RHA085__A549__turquoise,RHA086__A549__turquoise,RHA087__A549__turquoise,RHA088__A549__turquoise,RHA089__A549__turquoise,RHA091__A549__turquoise,RHA092__A549__turquoise,RHA093__A549__turquoise,RHA094__A549__turquoise,RHA095__A549__turquoise,RHA096__A549__turquoise,RHA097__A549__turquoise,RHA098__A549__turquoise,RHA099__A549__turquoise
PLS1,4.447770926045536,7.401161118464104,0.0,0.0,0.0,7.583556691152468,5.726918386304801,8.379768231967809,6.808243451581705,8.698680361233988,7.602453910789239,8.758882772063664,6.699412819749037,0.0,0.0,0.0,7.2418973717166395,2.5501791367300632,7.7004258460066985,1.149350425432714,8.101098497798334,3.240231887261578,6.293946108272253,8.347745370794193,6.241813494984606,0.0,7.862494785590823,0.0,7.266336799420134,9.185564300749949,0.0,7.725134453656219,4.422650137632268,7.326393531657663,0.0,0.9711627701594476,8.20232466043359,5.867713645161379,9.16285704517246,5.534914463286918,7.53473864089923,6.361833265201941,7.099463536995441,1.5280011291389837,4.855351901081962,8.518818362823856,6.242566304727594,6.263342448448521,0.0,9.331019924080225,3.129141213663644,0.0,5.8242688814953505,5.3223319929557205,8.655101338978989,4.698857435051828,0.0,2.4201697640985604,2.0509926700216505,1.8880632566792093,5.1186919527918056,0.0,4.2110978801711365,7.534878678166035,0.6014245891870406,2.1849467322367717,8.309371757501271,6.642456096429958,5.529664802252241,7.909329092738237,6.4178035805400055,7.372943394368196,2.2806000488481644,0.0
UBE2D3,0.27885783411994525,4.608117292666937,9.614085890816014,1.9064134655584815,3.390922143078676,6.387388391647985,4.991734975061201,5.176119280836679,4.0114330205066535,3.7015490569430707,8.212700646137357,2.5031477107426725,4.892774722051129,1.9361950519802078,5.311350525832502,0.0,6.720811988597613,3.756062552796698,6.170800371558757,1.581298214797417,4.960636809930436,7.405566974138068,7.6028769874285445,5.491311182426338,0.0,3.1299621603327203,3.602777538460887,6.751503890686541,4.347842793638155,0.0,9.139919653053703,1.9048231756837544,6.0982995359349115,6.9165721839921295,3.0139820723498634,0.375062792388327,4.4576796481313075,7.380495698012592,8.940216680025358,5.370254969350947,2.734020213055926,7.533025975058498,6.701507472128503,8.354187661051057,1.7378770894298745,0.38547079704484905,1.1125466818792733,8.564176171021142,4.410191833861143,0.0,5.679843190709104,7.007173071269627,7.566936895291159,2.0803847874146046,7.544670842481559,5.905735977667026,4.335504693794624,4.325997962392879,3.372805871409595,6.59671305756612,4.663640643224684,4.442989926666104,0.45948932528480774,9.24355484277846,2.517719143524984,6.994432641471192,3.20006957106606,7.748159298151863,5.427974844200193,1.3368432163166584,0.0,1.5453259303486695,3.0236244078825427,0.0
TLCD1,5.640493680238047,0.0,0.0,1.6541880433395808,0.0,0.0,0.0,0.0,0.0,2.0914696614943273,2.9837397055415735,0.0,0.0,6.013192008334934,7.590961241342599,0.0,0.0,0.0,0.0,0.0,4.46338050528943,4.284092100989338,7.39439409529545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.162985405429529,6.538589377153182,0.0,2.7354268609620305,4.6175688452664465,0.0,0.0,7.127684862579478,0.0,0.0,6.358985190632375,0.0,2.3835854164163206,0.0,0.0,5.256833288618544,0.0,0.0,0.0,0.0,1.8838866542926247,0.0,0.0,0.0,1.0146552280924075,3.0774087967736037,0.0,10.178179306785264,0.0,0.0,0.0,8.526698757399581,0.0,0.0,8.733805112384683,0.0,0.0,5.294561937194427,0.0
KDM1A,0.41555317058520674,1.9516400113738512,2.395611248503802,0.0,2.711523540007974,7.015437354746336,6.297290479202615,4.751233394320752,3.101270192580966,0.0,0.0,7.199269904379975,7.97107215824707,0.0,0.0,0.0,9.432865478760114,0.0,1.1338922701975558,0.9682869083610018,1.7225709439315853,2.6150254359382252,0.37380520809894985,0.0,4.383324131122459,0.0,2.0833903960708033,0.31586181051198936,6.4195456330636445,0.0,0.0,0.0,3.0725311698346793,3.716749510783697,0.0,1.7357864305638517,6.3388308509399796,0.0,0.6163106415965367,0.0,1.571230221281608,0.0,0.0,3.297057854688053,1.6526471041136235,0.0,3.4370732322785966,0.0,0.0,0.0,0.0,0.0,1.372110744709068,1.8374790835127333,1.7512494648288037,0.0,0.477899024526013,0.0,0.0,0.0,5.986820475079362,0.2933728386623025,0.0,9.49743473203672,0.0,8.931996190003138,2.112099579776235,2.559127116458397,9.413666005516912,2.654263672082259,0.504895939907047,0.9481851718425194,3.6933865926141833,0.0
PAICS,6.156172088206027,8.0347384478841,6.052041955344546,4.081953119647061,7.302154517297244,7.192568996315023,7.188025008944879,7.023188805791336,1.6210601934580484,7.410748128185948,8.625095110598512,2.3530889400587323,6.60062954971032,7.580168101747778,7.505430489226786,7.4825095067586584,8.186431226114752,7.525935744464985,3.825816149603999,1.4836171713833173,6.660067222930642,7.579979613209344,9.161308271594589,6.768197560450533,6.178248537949902,2.259814808294002,4.143826031716586,2.688558610721917,6.52305849310198,3.3663417997910026,2.376284825949457,5.345602176120047,6.466809810695186,8.157963296832602,3.7928345341020266,7.943042224070073,0.0,6.92363649513355,8.63308241032793,8.30193510990197,5.818865895582652,7.523781479904235,1.607034345948616,0.6108181561094457,8.350691714926054,8.081067946010025,9.564463913688154,6.543771157030731,3.0776976155438853,3.1220133343766374,4.224140629436413,8.877744249949002,0.7635492507262808,6.850674426804098,3.937269053627492,7.508222629083749,7.196479181784003,8.68576848891134,6.4599626949602085,7.855765504210016,8.198391016115883,0.0,6.962953827627038,4.59239723519794,3.737827347030099,3.348330163333623,6.464091531099795,5.477716178793728,7.644440362979194,3.3471412022783755,1.2938883723234158,5.20853676820676,8.152031270807399,0.0
ZFC3H1,4.05451858120854,4.418763403082561,4.593365723665173,7.7635377250929976,4.547233877614385,3.6987963296804334,3.3431192544318877,5.760380645565345,0.0,7.29210072478325,3.9371183647782964,7.161232679116597,0.0,5.295605488588061,7.771449852616861,7.6633232691433735,4.357277514572619,0.0,0.17631511229247498,5.306240362868075,0.0,5.2607182242713115,4.939419363075878,7.216871936958543,7.065022924818231,0.0,0.0,1.3182358456555952,5.220252555000737,0.0,1.452700852483844,9.191115983279483,5.989370655794582,0.15966276651461717,7.588024974955364,4.77333177304558,0.0,6.801831205028531,2.0498398388126975,5.1200657287953995,0.0,0.6590404085467961,6.644453341919686,5.973133665330571,5.271892504243631,0.0,0.0,0.0,0.0,0.0,0.0,8.721755431487564,9.496062823949586,6.5048015123496326,0.0,1.4447942643240312,6.348829050846796,7.427882685177581,0.0,5.2747797455102345,7.67401567287759,0.0,8.784235677427436,0.0,9.383520704328637,3.146809974466213,0.0,1.7056240940008154,5.198533442184745,0.0,6.033072747556046,1.8838162901753939,6.480021097216236,6.455784206861358
SMAD4,4.50840329738742,0.16770860261026999,0.0,7.1727375172507255,0.13901100797225274,4.601625211833832,0.9726411939003274,2.81419765318958,6.5822217841087935,0.9062733748373342,2.4720874005325015,9.672801878667936,0.0,0.11715176903398726,5.079847412048395,1.4832766405369395,0.0,0.0,1.390051299729599,7.5436891990327135,0.0,6.2052321872540634,0.17826845997164717,0.10979741420212454,0.0,1.257264123930932,0.0,0.0,9.80562458293733,0.0,0.0,0.0,7.39477135116813,5.33110683539017,0.0,0.0,1.425625801286655,0.0,0.0,0.0,6.567163611044272,0.09466428737339752,2.9728010817862174,3.991372183503359,0.0,0.0,0.0,4.779138877780789,0.0,0.0,0.10194140922628768,0.0,1.3851548968843437,0.36900295999071037,0.0,0.0,0.0,0.0,1.2540074132240875,6.688935645061447,0.26245600964358873,0.8718475902936619,0.12529864960419135,1.4696203292661898,3.1857301962601055,0.0,0.5165245402773826,0.6465295067593615,4.861533606909548,0.0,6.624206196992374,0.0,8.489839934297134,1.385475214738469
FARSA,0.0,0.0,0.0,0.0,0.0,0.5890827194298149,0.0,0.0,0.0,0.0,2.2336212105210564,8.106117959071074,0.0,0.0,0.0,8.32600695380804,0.0,0.0,9.282050536206736,0.6338394318045074,0.0,0.0,1.4204446735292675,2.597130667969026,0.0,0.0,0.0,5.832920386372212,0.0,0.0,0.0,0.0,7.538367438753996,7.636602871208238,0.0,0.0,3.584541653290996,0.0,0.0,5.3416300093299105,0.0,0.0,8.314057502241582,5.194796244875374,5.202096390319279,0.0,0.0,7.976277703910539,0.0,0.0,6.790967476444524,0.0,0.0,0.0,0.0,0.0,0.0,9.90142355668008,6.486677372125871,5.028768039457737,0.0,0.0,0.0,2.1990032502888015,3.0221014447399996,0.0,0.0,2.708204897060775,0.0,0.0,0.0,5.4838351205317775,0.0,0.0
FGFR1,3.993121811522387,5.606907061124196,3.4541508827447647,6.093657355369203,0.0,3.0377705200530523,4.615104323108251,9.734440359758263,7.321666582710944,4.87790126943554,1.0180002744883139,0.29907581566461516,0.0,2.0187765851791837,2.043330504857364,7.895496518926621,0.4051569879835176,6.511071066418051,1.3157574950057775,0.0,0.0,1.0603241331511037,5.250684979956609,6.069124268377174,6.497198784856011,2.520565567973581,6.709580138362718,0.0,1.6735654690717645,4.020146573111776,6.835482004374744,1.6447792192629533,1.7112614134442743,2.8555970873680274,1.589519022928184,0.0,0.24919288529221248,0.0,0.0,5.31509882923098,3.921322068490606,3.9245465007396114,3.86298690919509,5.542654272102036,1.480290976572629,0.6717680022179985,1.5468129877496222,1.2956289965445045,7.005905201862965,1.0152120850685036,0.9910027679651731,0.7022514928110817,1.3504010642086093,0.0,8.525027428742598,0.400323695323508,2.3463782774659574,5.315986399704499,0.8489079212239271,1.7226146581215807,0.7372393917024027,9.633222303800789,7.132288932949263,1.412114886872927,1.8376163284957696,0.7379454283649858,0.0,2.3738931633578724,2.3525636294222507,0.0,6.75331036250589,4.283706981390106,4.1295632847563475,0.0
GLB1,0.0,7.5253720296149815,1.5444408731895436,0.0,0.0,0.0,1.4560386100271963,0.2958170464075345,0.0,0.28157244457317493,0.0,0.0,1.2321879664857245,2.270247851094577,0.0,0.0,0.0,0.0,1.5790932361694812,0.0,7.810121726498522,8.534477979790381,0.0,8.338277320853008,0.0,8.092270876036325,4.701022227370387,0.0,9.345221155513581,0.0,0.0,3.5413165853665247,7.289751485699115,2.7620468493417545,0.0,4.102800882250424,0.0,0.8489223389950219,2.1478211574183153,0.0,0.0,4.74759685989925,0.0,0.0,0.0,0.0,9.750670143861434,4.211495088321528,7.323108818159432,0.0,3.620011563771532,1.4000405512476095,0.0,0.0,3.7922827407094513,2.744753125029755,0.0,0.0,0.7598188523216083,0.0,6.954626727759354,0.0,3.5408208309061675,0.0,0.0,6.039318280795863,2.980136835087562,5.2474224817935795,2.8276036202637296,2.0416915640042044,0.0,0.0,1.500241179189457,0.0
METTL13,0.0,0.0,0.0,0.0,5.625182802651556,0.8602310378379461,0.0,0.0,0.0,0.0,0.0,0.3492678867297151,0.7831280554560369,0.0,0.0,0.0,9.111936365500888,2.097657986813906,0.0,1.5928899303292834,0.0,1.8851643386429724,0.0,7.589066835013806,0.0,0.0,0.0,0.0,0.0,0.3511047483659455,0.0,9.90974910701856,0.35979551502696927,4.567387248724691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0808247743685406,0.0,0.0,7.21091481607392,0.0,0.4056221111785998,0.0,4.558126786832859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8546101083828732,0.0,7.855510130740438,0.0,0.0,8.182895857275962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.369216939342813,3.339730307664177,6.869476633965402
TP53,6.0853949114088,7.00571436398821,7.670635006826483,7.565383923918279,6.893143751166614,9.350167917891348,6.870697610799177,7.9774344896884,7.941687357695962,8.200790735956119,8.426130544269805,6.564239441218364,5.583849994460242,5.821235700519337,6.000908161134701,7.3053321805115194,8.251013665704123,8.067649471658756,6.470322104244629,7.286446869656951,6.722097106415125,6.1885215925458015,6.4990470027136045,7.065475376187042,8.540899078478677,8.62573075725308,7.698739388254826,8.646479508252792,7.293572806378149,6.730504102529913,0.0,6.587120420195255,8.548729449739131,7.034952988525104,7.482194857509181,6.485640961322997,7.4786321171100525,7.3657187792289625,6.296207759149706,7.434728295498519,7.3477099426743075,6.023694482291742,8.189384766310145,6.365416092135059,7.049173319063317,7.93717958402155,7.063740208163265,6.912530114323083,2.8640751828973583,5.979206809509437,3.4147795944893575,6.2353364685025285,6.372361878718012,9.30742624820964,6.7869230221527905,6.162022676853843,7.2587638756438455,8.522577608217434,7.899012447801593,6.218558392892033,7.108723075031406,8.48227957751966,8.119677800754328,8.119122695558394,8.300672869424044,6.247496538848409,6.370598488723206,5.846367945984827,8.54928411319601,7.25519856641969,8.297599547598614,7.2499572477074645,6.987912013260159,8.58134748072944
AIFM1,7.177598929327734,5.495442540977179,0.0,0.46671481444244706,0.4138951540111797,3.1976358248380774,6.065283640312716,0.0,0.0,0.0,6.157569260024077,0.0,0.0,5.26438254532944,6.794818724928937,0.0,0.0,0.0,2.1364604717311675,6.6758018202362726,2.7905843919112328,5.8616427794325245,7.037250422891498,0.0,0.7944108753964667,0.9067436255878865,7.501319711817947,5.793055712760129,7.816759684251101,7.278114881446976,4.431342148365068,6.8489233402237755,6.568538358104295,6.308772228715661,0.0,0.0,0.0,9.718339362154204,6.723558561472103,5.074749461360112,0.0,0.7352344760871902,0.0,3.6962164340563937,2.487473486460944,0.0,0.0,7.69023549003293,2.4054151662130914,0.0,0.0,2.3352602829494553,0.0,5.993035739569321,0.0,0.0,3.6310344165075668,7.769910554949215,9.030791263367439,4.980665137122299,4.241695296766443,0.0,0.9888933285547731,8.276282627666685,8.294891803068584,6.73496697948346,0.0,0.0,7.518196770952319,0.0,0.0,5.8757210961260675,3.5523524766976964,0.0
EBNA1BP2,6.548268608759607,4.8632149397898345,4.357495703225234,4.947076990577118,8.482360258618858,3.5115692419724724,5.312345700880972,0.0,0.0,0.0,5.308561106163002,0.0,7.659203886942388,0.0,6.532926266430685,5.8138042741530285,0.0,0.0,6.110160673820384,0.0,0.0,4.728323264109487,0.0,5.723383811141406,0.0,8.069965259216682,3.868380574930661,6.365563069522667,2.0366299266526573,6.815805954750874,8.239235721605201,2.688683926835286,6.3630203503761935,6.75070028768338,0.0,2.191123585185684,3.8943812517190626,0.0,6.171967373078331,0.0,6.754125878779145,0.0,1.8722574770730676,8.002905005473497,7.842909711467705,9.199436783558857,0.0,2.7829054542394185,0.0,0.0,6.319431877545345,7.6863464447277,0.0,0.0,0.0,5.5110979564747575,0.0,0.0,0.0,7.510550565999859,6.765004246250036,7.966966809826532,0.0,3.8385181875726153,0.0,0.0,4.8811653643758355,0.0,0.0,7.122372471192628,4.84062436358431,9.475850949090544,5.1353994260561215,0.0
MKLN1,6.11031521398009,6.531170889657503,3.9774081573599083,1.2685002685582853,4.186698629372209,7.605709145723457,0.8788963755394227,3.4739816817752134,4.228495490606982,1.6255650777324195,1.815981129793803,0.0,0.0,8.458098969554614,5.180688929492536,0.06828406841475702,1.6411575588954885,5.5100567871959845,4.0043395855868225,0.0,0.5863891014394236,6.0812948834395435,0.0,3.9760152937358235,3.3290216709519687,6.574617745490434,2.845672697119673,0.2213190692414744,3.941876294194139,0.0,5.8295223292408815,3.300485451476317,2.3091325217135665,7.055868072501782,3.0002885101581236,4.989397906105442,2.7810847883486196,4.649569476018548,0.3250340454680791,3.6358820577563966,8.932852527309572,0.9251707699453289,4.799776360032328,2.567019673494136,6.706392409670114,3.751688656078712,9.42664634739692,5.4768223357321295,0.0,0.12175784959616213,1.4121203079400506,2.2479214389253617,9.262412015439113,0.0,6.966395857715097,5.862843132250862,3.5109239531188514,5.049892101851008,2.050108102326013,5.976592762238586,6.236199840212146,0.37233701108665745,1.6252704893746932,2.5006669533798354,2.1432301347768923,7.103088440413356,0.0,0.1444719345213772,4.981491934437782,6.880379422049586,5.63317833874243,4.108649903066747,6.230521988354218,3.0123076418650703
RBX1,7.264489516375641,6.9015547913394375,4.857821792408266,6.085227054009044,4.802384529405304,6.46522517830516,6.3537273162431935,6.130327562124224,8.649105252582828,5.405352532279828,0.0,6.814627324132965,7.285846056749425,4.555171950969271,6.994240279869044,7.946151841526551,6.257033254456904,6.737835457320995,6.821365824868866,6.865844599935519,6.79006823966561,6.184924919205634,5.674002957184028,6.002277209156159,3.4620392271304916,7.741871423643684,6.591194687626893,8.013305922152107,7.751242768805538,6.607325874681117,9.120590406640332,0.0,5.031231966284326,0.0,0.0,6.587211951523692,0.0,7.7268175963579155,7.545265687045414,6.706254253573203,5.100670748132114,3.928900871904563,5.5942529339822284,5.971295228095159,7.299812449675272,5.436261800862447,4.974084137512308,4.014069582501656,9.439573273963587,0.0,5.091479816944087,2.0479605962080702,0.0,0.0,6.640388113888382,7.238127638833214,7.142403226236236,5.517354440789683,8.065906150371438,5.817600235598369,0.0,6.581991398975564,3.8287331191509097,5.088862424984209,7.223084620060508,8.15245217508483,5.3510664335671825,0.0,6.572835111694216,5.777935153470438,0.0,7.032453537225959,6.476981065698246,8.772848989728665
